,state,year,All Causes,Alzheimer's disease,CLRD,Cancer,Chronic liver disease and cirrhosis,Diabetes,Diseases of Heart,Essential hypertension and hypertensive renal disease,Homicide,Influenza and pneumonia,Kidney Disease,Parkinson's disease,Pneumonitis due to solids and liquids,Septicemia,Stroke,Suicide,Unintentional Injuries,All Causes_aadr,Alzheimer's disease_aadr,CLRD_aadr,Cancer_aadr,Chronic liver disease and cirrhosis_aadr,Diabetes_aadr,Diseases of Heart_aadr,Essential hypertension and hypertensive renal disease_aadr,Homicide_aadr,Influenza and pneumonia_aadr,Kidney Disease_aadr,Parkinson's disease_aadr,Pneumonitis due to solids and liquids_aadr,Septicemia_aadr,Stroke_aadr,Suicide_aadr,Unintentional Injuries_aadr,labor_force,labor_force_percent,employement,employement_percent,unemployement,unemployement_percent
308,Massachusetts,2007,52917,1695,2332,13003,609,1222,12710,458,188,1538,1361,464,518,882,2832,516,2139,709,21,31,179,8,16,166,5,2,19,18,6,6,11,36,7,30,3433526,66.9,3278459,63.9,155067,4.5
309,Massachusetts,2008,53518,1832,2587,13031,598,1079,12776,452,167,1598,1377,423,547,782,2747,509,2040,706,22,34,177,8,14,164,5,2,20,17,5,6,10,35,7,28,3465876,66.9,3281500,63.3,184375,5.3
310,Massachusetts,2009,52308,1700,2559,13112,571,1007,12322,417,176,1348,1269,441,491,762,2579,530,2076,681,20,33,175,7,13,156,5,2,16,16,5,6,9,32,7,29,3471951,66.3,3191218,60.9,280732,8.1
311,Massachusetts,2010,52583,1773,2383,12993,584,1028,12043,433,204,1291,1381,459,458,765,2516,598,2060,675,21,31,171,7,13,150,5,3,15,17,5,5,9,31,8,28,3478585,66.2,3198448,60.9,280137,8.1
312,Massachusetts,2011,53710,1819,2651,12895,583,1140,11765,454,200,1418,1234,519,534,741,2466,585,2224,676,21,33,166,7,14,143,5,3,16,15,6,6,9,30,8,30,3484169,65.8,3232509,61.0,251660,7.2
313,Massachusetts,2012,53177,1713,2520,12864,619,1099,11602,509,133,1356,1271,487,502,755,2371,604,2195,657,19,31,163,7,13,139,5,2,16,15,6,6,9,28,8,29,3506989,65.5,3271573,61.1,235415,6.7
314,Massachusetts,2013,54567,1699,2572,12858,597,1142,12023,488,144,1551,1261,549,427,848,2354,572,2393,663,19,31,159,7,14,141,5,2,18,15,6,5,10,27,8,32,3517511,65.0,3284165,60.7,233345,6.6
315,Michigan,1999,87232,1431,4316,19744,1029,2587,27693,601,759,2307,1417,522,510,1142,6041,974,3188,916,15,45,205,10,27,292,6,7,24,14,5,5,12,64,9,32,5103008,68.3,4912075,65.7,190933,3.7
316,Michigan,2000,86953,1646,4352,19798,1035,2603,27325,632,722,2052,1433,545,480,1049,5864,974,3220,904,17,45,203,10,26,285,6,7,21,14,5,5,10,61,9,32,5158466,68.6,4968259,66.1,190206,3.7
317,Michigan,2001,86424,1803,4148,19689,1058,2655,26896,672,689,2076,1533,601,546,885,5701,1051,3291,884,18,42,199,10,27,276,6,6,21,15,6,5,9,58,10,33,5136561,67.8,4871147,64.3,265414,5.2
318,Michigan,2002,87795,1958,4431,19985,993,2785,26659,723,696,2029,1618,637,513,924,5814,1106,3285,885,20,44,199,9,27,269,7,7,20,16,6,5,9,59,11,32,5035814,66.1,4723716,62.0,312098,6.2
319,Michigan,2003,86728,2133,4472,19713,998,2640,26010,780,650,1941,1665,673,516,929,5470,1029,3324,860,21,44,194,9,26,257,7,6,19,16,6,5,9,54,10,33,5035476,65.7,4678458,61.0,357018,7.1
320,Michigan,2004,85169,2232,4252,19653,983,2953,24825,740,673,1957,1507,691,501,852,5290,1098,3312,834,22,41,190,9,28,242,7,6,19,14,6,4,8,52,10,32,5053805,65.6,4702857,61.0,350947,7.0
321,Michigan,2005,86867,2359,4466,20094,1010,2842,25128,798,677,1950,1681,762,548,924,5057,1108,3451,838,22,43,192,9,27,241,7,6,18,16,7,5,8,48,10,34,5070005,65.5,4726095,61.1,343910,6.8
322,Michigan,2006,86042,2331,4474,20192,981,2830,24255,768,722,1679,1673,738,533,938,4752,1139,3590,816,21,42,190,9,26,228,7,7,15,15,7,5,8,44,11,35,5056566,65.1,4701053,60.6,355512,7.0
323,Michigan,2007,86721,2432,4624,20087,1008,2826,24149,773,704,1637,1610,754,531,971,4798,1131,3764,808,22,43,186,9,26,222,7,7,15,14,7,4,9,44,11,36,4995104,64.2,4641232,59.7,353871,7.1
324,Michigan,2008,88445,2739,5185,20211,1084,2752,24344,899,644,1853,1663,766,491,1007,4769,1180,3685,812,24,47,184,9,25,220,8,6,16,15,7,4,9,43,11,35,4916605,63.3,4512780,58.1,403824,8.2
325,Michigan,2009,86455,2578,4961,20257,1082,2705,23099,857,656,1613,1650,744,519,1017,4435,1169,3682,783,22,45,182,9,24,205,7,6,14,14,6,4,9,39,11,35,4860985,62.6,4222638,54.3,638346,13.1
326,Michigan,2010,88021,2736,5079,20620,1130,2697,23326,815,610,1529,1720,816,499,964,4474,1263,3770,786,23,45,182,9,24,204,7,6,13,15,7,4,8,39,12,36,4754752,61.4,4174466,53.9,580285,12.2
327,Michigan,2011,89508,2876,5192,20420,1166,2811,23358,926,654,1750,1642,847,586,1006,4442,1221,3951,784,24,45,177,10,24,200,7,6,15,14,7,5,8,38,12,38,4668640,60.2,4201492,54.2,467147,10.0
328,Michigan,2012,89901,3064,5251,20496,1140,2685,23520,928,734,1565,1586,816,532,1102,4414,1261,3805,774,25,45,174,9,23,197,7,7,13,13,7,4,9,37,12,36,4686361,60.1,4262696,54.7,423665,9.1
329,Michigan,2013,92408,3220,5539,20367,1171,2825,24156,1034,635,1896,1660,926,554,1215,4373,1295,4225,782,26,46,170,9,23,199,8,6,15,13,7,4,10,36,12,40,4737929,60.5,4324877,55.3,413051,8.7
330,Minnesota,1999,38537,1083,1994,8892,313,1249,9533,403,139,1077,605,414,219,223,2997,437,1772,784,21,41,187,6,25,192,8,2,21,12,8,4,4,59,8,35,2747707,74.7,2673058,72.7,74649,2.7
331,Minnesota,2000,37690,1154,1902,9215,350,1209,8885,404,139,845,661,428,199,236,2820,440,1711,760,22,38,191,7,24,177,8,2,16,13,8,3,4,55,8,34,2799238,75.0,2714339,72.8,84899,3.0
332,Minnesota,2001,37735,1173,1909,8967,359,1213,8760,463,127,828,729,453,263,228,2727,480,1797,748,22,38,183,7,24,172,8,2,15,14,8,5,4,52,9,35,2847680,75.3,2740281,72.5,107399,3.8
333,Minnesota,2002,38510,1192,1971,9210,320,1317,8602,434,127,900,649,440,249,278,2706,497,1928,751,22,39,185,6,25,165,8,2,16,12,8,4,5,51,9,37,2873470,75.2,2744959,71.8,128511,4.5
334,Minnesota,2003,37620,1243,1832,9183,341,1276,8144,486,130,858,654,399,200,287,2550,497,1912,720,22,35,181,6,24,154,9,2,15,12,7,3,5,47,9,36,2892974,74.9,2754436,71.4,138537,4.8
335,Minnesota,2004,37034,1231,1839,9093,333,1130,7891,477,134,750,669,403,230,269,2542,524,1867,699,22,35,176,6,21,146,8,2,13,12,7,4,5,47,10,35,2892047,74.3,2759484,70.9,132562,4.6
336,Minnesota,2005,37535,1320,1965,8823,317,1258,7926,541,139,846,669,444,215,261,2379,547,1922,698,23,37,168,6,23,145,9,2,15,12,8,3,4,43,10,36,2882139,73.4,2763594,70.3,118545,4.1
337,Minnesota,2006,37028,1299,1770,9079,325,1158,7525,457,128,630,711,433,228,262,2219,554,1919,675,22,33,170,6,21,134,8,2,10,12,7,4,4,39,10,35,2889346,72.8,2771738,69.8,117607,4.1
338,Minnesota,2007,37138,1179,1758,9176,379,1084,7477,407,120,603,780,433,258,339,2193,572,2066,663,19,32,168,6,19,130,7,2,10,13,7,4,6,38,10,37,2899004,72.2,2766114,68.9,132889,4.6
339,Minnesota,2008,38499,1344,2096,9446,380,1087,7367,509,128,745,813,466,257,320,2199,596,2010,674,22,37,170,6,19,126,8,2,12,14,8,4,5,37,11,36,2914446,72.0,2755765,68.0,158681,5.4
340,Minnesota,2009,37851,1358,1961,9580,403,1021,7238,472,93,618,807,458,214,329,2033,584,2037,652,22,34,168,7,17,122,7,1,10,13,8,3,5,34,10,36,2932535,71.8,2700955,66.1,231579,7.9
341,Minnesota,2010,38972,1451,2016,9612,414,1037,7185,439,112,595,897,512,278,338,2167,606,2103,661,23,35,167,6,17,119,7,2,9,15,8,4,5,36,11,36,2940580,71.4,2723277,66.2,217302,7.4
342,Minnesota,2011,39820,1451,2170,9489,437,1189,7240,502,103,680,696,473,282,338,2154,683,2319,659,22,37,160,7,20,117,8,1,10,11,8,4,5,35,12,39,2952236,71.1,2759782,66.5,192454,6.5
343,Minnesota,2012,40016,1445,2124,9424,490,1165,7496,526,105,674,669,512,228,330,2081,656,2301,649,22,35,155,8,19,119,8,1,10,10,8,3,5,33,11,39,2950439,70.5,2783839,66.5,166599,5.6
344,Minnesota,2013,40987,1427,2287,9601,517,1163,7714,555,131,751,653,572,255,382,2073,678,2405,651,21,37,155,8,18,119,8,2,11,10,9,3,6,32,12,40,2961662,70.2,2812495,66.7,149166,5.0
345,Mississippi,1999,28185,356,1267,6143,250,593,9336,252,312,801,623,119,187,426,1854,304,1642,1043,13,47,227,9,21,347,9,10,29,23,4,7,15,69,11,58,1283993,61.6,1218422,58.4,65570,5.1
346,Mississippi,2000,28654,443,1257,6075,246,676,9256,256,312,809,612,109,183,531,1999,294,1653,1051,16,46,223,9,24,341,9,10,29,22,4,6,19,74,10,58,1309984,62.5,1240061,59.2,69923,5.3
347,Mississippi,2001,28259,449,1333,5958,265,661,9050,287,326,754,602,111,211,491,1935,328,1571,1034,16,49,217,9,24,333,10,11,27,22,4,7,18,71,11,55,1294288,61.5,1223221,58.1,71067,5.5
348,Mississippi,2002,28853,574,1378,6069,229,671,9061,313,305,801,580,124,204,521,1926,343,1642,1051,21,50,218,8,24,332,11,10,29,21,4,7,19,70,12,58,1290895,61.1,1208021,57.2,82873,6.4
349,Mississippi,2003,28489,583,1394,5960,220,680,8683,372,304,758,676,127,217,537,1736,336,1656,1031,22,50,212,7,24,317,13,10,28,24,4,8,19,63,11,58,1304305,61.5,1224179,57.7,80126,6.1
350,Mississippi,2004,27871,630,1350,5983,267,665,8282,353,283,637,662,143,183,500,1651,350,1703,996,23,48,209,9,23,298,12,9,23,23,5,6,17,59,12,59,1314868,61.6,1234190,57.8,80677,6.2
351,Mississippi,2005,29196,721,1473,6065,272,677,8637,394,254,645,667,132,219,559,1622,363,1936,1028,26,52,208,9,23,306,14,8,23,23,4,7,19,58,12,67,1317097,61.5,1217185,56.8,99911,7.6
352,Mississippi,2006,28564,744,1378,6236,267,707,8097,385,318,621,673,139,186,537,1585,325,1856,999,27,48,212,9,24,285,13,11,22,23,5,6,18,56,11,64,1280594,59.6,1199090,55.8,81504,6.4
353,Mississippi,2007,28255,797,1408,6002,263,654,8037,438,286,554,697,144,174,549,1589,396,1808,973,28,48,201,8,22,278,15,9,19,24,5,6,18,55,13,62,1293546,59.6,1213779,55.9,79766,6.1
354,Mississippi,2008,28984,916,1520,6166,269,758,7997,459,330,626,723,152,178,585,1592,409,1693,982,32,51,202,8,25,273,15,11,21,24,5,6,19,54,13,57,1293745,59.2,1206816,55.2,86928,6.7
355,Mississippi,2009,28275,900,1556,6131,289,900,7530,466,275,578,700,161,172,545,1436,381,1658,950,32,52,199,9,29,253,15,9,19,23,5,6,18,48,13,56,1268741,57.7,1150089,52.3,118651,9.4
356,Mississippi,2010,28965,927,1661,6271,291,926,7542,531,284,567,738,174,175,546,1520,388,1685,962,32,55,201,9,30,251,17,9,19,24,6,5,18,51,12,56,1308750,58.7,1176978,52.8,131771,10.1
357,Mississippi,2011,29278,975,1694,6278,339,996,7335,519,312,603,664,160,183,538,1526,389,1724,956,33,55,197,10,31,240,16,10,20,21,5,6,17,50,13,57,1346145,60.0,1214611,54.1,131534,9.8
358,Mississippi,2012,29544,923,1729,6499,303,1050,7269,537,293,565,692,169,206,561,1502,410,1627,942,30,54,200,9,32,231,17,10,18,22,5,6,17,48,14,54,1330565,59.0,1213118,53.8,117447,8.8
359,Mississippi,2013,30703,925,1755,6527,327,1071,7715,502,291,769,731,204,225,674,1500,388,1692,959,30,54,196,9,32,240,15,10,24,22,6,7,20,47,13,55,1273606,56.3,1165487,51.5,108118,8.5
360,Missouri,1999,55931,914,3068,12186,428,1554,17974,336,385,1716,907,315,431,633,3950,700,2465,945,14,51,207,7,26,300,5,6,28,15,5,7,10,65,12,43,2947411,70.2,2852438,67.9,94973,3.2
361,Missouri,2000,54865,1096,2802,12144,405,1458,17235,355,398,1629,907,346,458,621,3940,699,2398,920,17,46,205,7,24,286,5,7,26,15,5,7,10,65,12,41,2971885,70.2,2870511,67.8,101373,3.4
362,Missouri,2001,54982,1106,2882,12365,439,1535,16633,361,437,1604,991,371,433,602,3796,725,2455,913,17,47,207,7,25,273,5,7,26,16,6,7,9,62,12,42,2987197,69.9,2852849,66.8,134348,4.5
363,Missouri,2002,55940,1187,2867,12322,433,1625,16708,458,366,1619,1076,371,437,791,3885,693,2641,922,19,47,204,7,26,272,7,6,26,17,6,7,13,63,12,45,2981217,69.2,2823788,65.5,157428,5.3
364,Missouri,2003,55582,1293,2939,12354,429,1666,16410,424,323,1604,1099,384,465,723,3580,679,2786,907,20,47,202,7,27,264,6,5,25,17,6,7,11,57,11,47,2982964,68.6,2814222,64.8,168742,5.7
365,Missouri,2004,53950,1381,2731,12450,432,1461,15500,432,369,1389,1083,401,439,669,3503,715,2728,872,21,44,201,7,23,248,6,6,22,17,6,7,10,56,12,46,2995635,68.3,2819680,64.3,175955,5.9
366,Missouri,2005,54656,1635,3085,12419,419,1549,14974,468,417,1527,1156,418,413,741,3347,727,2848,873,25,49,197,6,24,236,7,7,24,18,6,6,11,52,12,47,3010244,67.9,2847395,64.2,162849,5.4
367,Missouri,2006,54681,1632,3017,12519,458,1493,14749,430,412,1285,1118,397,418,725,3247,799,3009,859,25,47,195,7,23,228,6,7,19,17,6,6,11,50,13,50,3036746,67.7,2888520,64.4,148226,4.9
368,Missouri,2007,54166,1681,3081,12380,433,1444,14338,404,384,1289,1184,418,538,691,3229,808,2975,837,25,47,190,6,22,218,6,6,19,18,6,8,10,49,13,48,3058358,67.5,2902890,64.0,155467,5.1
369,Missouri,2008,56578,2010,3765,12523,514,1348,14644,504,482,1414,1274,484,504,814,3261,779,2997,861,29,57,189,7,20,219,7,8,21,19,7,7,12,49,12,48,3065685,67.0,2875337,62.8,190348,6.2
370,Missouri,2009,54263,1728,3456,12472,512,1335,13916,451,428,1330,1223,417,412,783,3017,860,2939,815,25,51,185,7,19,206,6,7,19,18,6,6,11,44,14,47,3062663,66.4,2785917,60.4,276745,9.0
371,Missouri,2010,55281,1986,3557,12626,530,1425,13840,437,438,1188,1305,477,481,709,3001,856,2975,819,28,52,185,7,21,201,6,7,17,19,7,7,10,43,14,47,3042979,65.7,2754011,59.5,288968,9.5
372,Missouri,2011,55848,1927,3492,12473,516,1438,13810,462,419,1205,1245,508,507,794,3033,933,3169,812,27,50,179,7,20,197,6,7,17,17,7,7,11,43,15,50,3032563,65.2,2770296,59.6,262266,8.6
373,Missouri,2012,56094,1863,3650,12919,574,1377,13742,483,424,1213,1259,533,501,778,2989,914,3002,803,25,51,182,8,19,193,6,7,16,17,7,7,11,42,14,47,3005066,64.3,2789233,59.7,215833,7.2
374,Missouri,2013,57444,2026,3798,12955,598,1477,14095,442,392,1352,1305,554,578,809,2935,960,2981,807,27,52,179,8,20,194,6,6,18,18,7,7,11,40,15,47,3012429,64.2,2808030,59.9,204398,6.8
375,Montana,1999,8128,205,566,1854,91,244,2049,36,33,252,92,55,60,73,595,162,461,857,21,59,195,9,25,214,3,3,26,9,5,6,7,62,17,50,466936,68.6,442173,64.9,24762,5.3
376,Montana,2000,8096,219,517,1867,85,227,1995,38,35,202,116,57,50,71,583,158,495,843,22,53,194,8,23,205,3,3,20,12,5,5,7,60,17,53,470102,68.4,447427,65.1,22675,4.8
377,Montana,2001,8265,249,583,1956,104,229,1970,47,32,193,128,69,62,71,578,175,468,844,24,59,199,10,23,198,4,3,19,12,6,6,7,58,19,50,465269,67.1,443841,64.0,21428,4.6
378,Montana,2002,8506,285,576,1911,127,210,1944,57,23,255,105,61,79,66,639,184,524,854,27,57,191,12,21,192,5,2,25,10,6,7,6,63,19,55,466338,66.6,445074,63.6,21264,4.6
379,Montana,2003,8467,235,588,1847,111,261,1984,45,37,256,101,76,64,87,576,180,518,837,22,58,181,11,25,193,4,4,24,9,7,6,8,56,19,54,470433,66.4,448164,63.3,22268,4.7
380,Montana,2004,8094,228,578,1867,95,237,1838,46,25,165,108,59,67,70,484,175,535,783,21,55,179,9,22,175,4,2,15,10,5,6,6,46,18,55,478148,66.6,456583,63.6,21564,4.5
381,Montana,2005,8528,267,580,1956,120,285,1855,61,33,213,109,75,60,61,522,206,524,807,24,54,184,11,26,172,5,3,19,10,7,5,5,48,21,53,485496,66.7,465780,64.0,19716,4.1
382,Montana,2006,8472,226,579,1943,113,249,1869,53,35,169,132,68,72,73,461,189,558,782,20,53,177,10,22,169,4,3,15,11,6,6,6,41,19,55,495219,67.0,478729,64.7,16489,3.3
383,Montana,2007,8624,260,604,1921,138,258,1870,74,24,183,110,81,82,72,443,196,614,775,22,54,170,12,23,164,6,2,16,9,7,7,6,38,19,60,505111,67.3,488110,65.0,17000,3.4
384,Montana,2008,8913,294,691,1862,136,254,1975,48,40,168,151,84,57,68,466,203,592,788,25,60,161,12,22,170,4,4,14,13,7,4,6,40,20,59,512173,67.4,487959,64.2,24214,4.7
385,Montana,2009,8730,256,598,1914,139,228,1832,68,35,176,129,86,56,99,462,219,619,758,21,51,163,12,19,154,5,3,14,11,7,4,8,39,21,60,502812,65.5,467044,60.9,35767,7.1
386,Montana,2010,8827,302,602,1923,124,227,1849,76,30,168,133,94,72,79,494,227,548,754,25,51,160,10,19,154,6,3,13,11,8,5,6,41,21,53,500857,64.4,464850,59.8,36006,7.2
387,Montana,2011,9115,258,637,2022,128,252,1921,59,27,156,104,79,65,83,460,232,609,760,20,52,164,11,20,156,4,2,12,8,6,5,7,37,22,56,501026,63.9,467780,59.6,33246,6.6
388,Montana,2012,8976,265,605,1954,148,233,1903,69,24,155,100,104,67,76,415,233,572,732,20,48,155,12,19,151,5,2,12,7,8,5,6,33,22,52,506625,64.0,477218,60.3,29407,5.8
389,Montana,2013,9511,267,647,1997,150,250,2004,70,33,210,130,101,71,110,480,243,623,761,20,50,154,13,19,154,5,3,16,10,8,5,8,37,23,57,511164,64.0,483868,60.5,27295,5.3
390,Nebraska,1999,15579,331,945,3410,123,372,4497,110,61,459,232,118,126,110,1176,177,668,830,16,50,189,7,20,234,5,3,23,12,6,6,5,60,10,37,930315,73.0,905035,71.0,25279,2.7
391,Nebraska,2000,14992,353,838,3382,95,411,4197,114,64,433,254,108,99,117,1091,193,640,794,17,45,186,5,22,217,5,3,21,13,5,4,6,55,11,35,938983,73.1,912693,71.1,26289,2.8
392,Nebraska,2001,15174,430,882,3389,103,400,4150,140,44,296,289,137,126,132,1130,187,633,796,20,46,185,5,21,212,7,2,14,14,6,6,7,57,10,34,945208,73.2,915494,70.9,29714,3.2
393,Nebraska,2002,15738,460,934,3433,127,393,4242,142,50,418,277,142,140,147,1103,201,762,820,22,49,186,7,20,215,7,2,20,14,7,6,7,55,11,41,953139,73.4,918054,70.7,35084,3.7
394,Nebraska,2003,15465,461,894,3339,102,407,3954,189,63,435,302,146,126,151,1094,176,696,798,22,46,179,5,21,199,9,3,21,15,7,6,7,54,10,37,966920,74.0,928727,71.1,38192,3.9
395,Nebraska,2004,14657,459,815,3270,116,395,3738,175,39,347,283,136,132,133,978,166,743,751,22,42,173,6,20,187,8,2,17,14,6,6,6,48,9,39,973481,74.0,935644,71.1,37837,3.9
396,Nebraska,2005,14963,473,949,3355,133,449,3640,199,44,370,245,160,116,123,986,187,704,757,22,48,175,7,23,179,9,2,17,12,7,5,6,48,10,37,972384,73.4,935789,70.7,36595,3.8
397,Nebraska,2006,14899,500,878,3430,123,437,3445,163,55,345,249,157,111,130,922,202,683,743,23,44,176,6,22,168,7,3,16,12,7,5,6,44,11,36,971512,72.9,941835,70.6,29677,3.0
398,Nebraska,2007,15263,512,919,3479,116,472,3520,186,71,331,269,163,126,139,921,181,674,750,23,45,176,6,23,168,8,4,15,12,7,5,6,43,10,35,979224,72.9,950494,70.8,28730,2.9
399,Nebraska,2008,15461,610,1047,3376,135,470,3459,179,78,366,270,167,98,122,863,191,714,751,27,51,169,7,23,163,8,4,16,12,7,4,6,40,10,37,987511,73.0,955286,70.6,32225,3.3
400,Nebraska,2009,14810,573,987,3336,136,445,3277,184,48,266,258,172,115,125,857,170,683,710,25,48,165,6,21,153,8,2,12,12,8,5,5,40,9,35,988227,72.5,942244,69.1,45982,4.7
401,Nebraska,2010,15171,565,1008,3438,160,452,3355,176,60,266,290,183,129,123,876,193,700,717,24,48,167,8,21,154,8,3,11,13,8,5,5,40,10,35,992015,71.6,945262,68.2,46752,4.7
402,Nebraska,2011,15476,597,1068,3410,129,460,3265,212,67,325,214,191,125,117,810,193,678,719,26,50,164,6,21,146,9,3,14,9,8,5,5,36,10,33,1003443,71.7,959233,68.5,44210,4.4
403,Nebraska,2012,15659,570,1052,3479,175,442,3307,228,64,291,217,221,121,109,776,232,792,719,24,48,164,8,20,146,9,3,12,9,10,5,5,34,12,39,1012943,71.8,973500,69.0,39443,3.9
404,Nebraska,2013,15754,557,1032,3459,181,471,3381,221,75,343,222,198,128,126,820,220,703,714,23,47,161,8,21,147,9,4,14,10,8,5,5,36,11,34,1015185,71.4,977855,68.8,37329,3.7
405,Nevada,1999,15082,174,1029,3556,268,286,4231,67,167,319,298,71,69,297,882,404,710,935,13,64,206,14,17,274,4,8,22,19,5,4,18,59,21,38,1023748,69.7,983032,66.9,40716,4.0
406,Nevada,2000,15261,195,989,3763,290,276,4089,82,134,320,329,59,81,326,872,400,730,918,14,61,213,14,15,255,5,6,21,20,4,5,20,56,20,38,1070842,70.3,1026729,67.4,44112,4.1
407,Nevada,2001,16285,211,1136,3815,297,322,4393,125,175,352,376,64,95,391,913,387,739,923,14,65,205,14,17,257,7,8,22,21,4,6,22,55,18,37,1113234,70.5,1055538,66.8,57695,5.2
408,Nevada,2002,16927,253,1174,3937,268,343,4421,122,175,368,372,89,82,336,976,423,860,922,17,65,201,12,17,247,7,8,22,20,5,5,18,57,19,41,1134186,69.4,1069790,65.4,64395,5.7
409,Nevada,2003,17858,309,1173,4138,272,301,4599,131,183,410,439,81,99,423,1028,434,911,927,19,62,200,11,14,244,7,8,23,23,4,5,22,57,19,41,1150288,68.1,1089709,64.5,60578,5.3
410,Nevada,2004,17929,292,1124,4119,286,290,4693,131,186,402,425,99,108,395,1030,440,1021,887,18,57,191,11,13,239,7,7,21,21,5,6,19,54,18,45,1178490,67.1,1126064,64.1,52425,4.5
411,Nevada,2005,19029,310,1227,4238,275,336,5094,117,190,454,438,106,139,417,945,480,1104,904,18,60,191,11,15,246,6,7,23,21,5,7,19,48,19,47,1228415,67.5,1177612,64.7,50802,4.1
412,Nevada,2006,18872,281,1066,4226,291,294,5013,114,219,426,475,109,115,403,847,486,1091,864,15,50,184,11,12,233,5,8,20,22,5,5,18,41,19,44,1291539,68.6,1239171,65.8,52368,4.1
413,Nevada,2007,18687,248,1050,4331,268,312,4591,129,188,408,461,98,111,414,850,471,1212,822,13,48,180,9,12,205,6,7,19,21,4,5,18,39,18,48,1344377,69.4,1282645,66.2,61732,4.6
414,Nevada,2008,19335,279,1257,4404,323,373,4646,129,161,496,456,119,90,347,906,528,1134,828,14,56,179,11,15,201,6,5,21,20,5,4,14,40,19,43,1373088,69.5,1278565,64.7,94523,6.9
415,Nevada,2009,19224,312,1244,4461,325,377,4687,132,153,542,446,115,120,332,859,505,1025,794,15,53,175,11,15,194,5,5,23,18,5,5,13,36,18,38,1367830,68.4,1207416,60.4,160414,11.7
416,Nevada,2010,19623,296,1186,4529,316,350,4811,128,164,471,471,149,131,322,796,547,1088,795,14,49,174,11,13,197,5,6,19,19,6,5,12,33,19,41,1358413,65.9,1171975,56.9,186438,13.7
417,Nevada,2011,20343,349,1243,4606,317,400,5043,162,130,499,412,136,121,309,889,516,1155,789,15,49,170,10,15,196,6,4,19,16,5,4,11,36,18,42,1360623,65.0,1179541,56.4,181082,13.3
418,Nevada,2012,20785,356,1370,4610,389,438,5166,165,123,496,385,161,155,272,897,524,1177,774,15,51,163,12,15,192,6,4,19,14,6,6,10,34,18,42,1366619,64.4,1207821,56.9,158797,11.6
419,Nevada,2013,21468,448,1482,4817,402,424,5434,179,151,513,370,170,159,260,905,541,1184,769,18,54,164,12,14,195,6,5,18,13,6,5,9,33,18,41,1370939,63.6,1234348,57.3,136591,10.0
420,New Hampshire,1999,9537,266,592,2408,87,294,2751,70,21,187,93,64,51,66,669,137,329,815,23,50,203,7,25,236,6,1,16,7,5,4,5,57,11,27,675587,72.3,657067,70.3,18520,2.8
421,New Hampshire,2000,9697,273,581,2484,90,297,2811,57,15,194,106,83,34,58,662,131,321,815,23,49,206,7,25,237,4,6,16,9,7,2,4,56,10,26,685929,72.2,667672,70.3,18256,2.6
422,New Hampshire,2001,9815,305,616,2398,121,291,2835,67,28,216,136,79,46,66,633,167,374,809,25,51,195,9,23,234,5,2,18,11,6,3,5,52,13,30,691843,71.7,668413,69.2,23429,3.4
423,New Hampshire,2002,9853,311,577,2529,105,311,2776,69,19,237,141,66,57,80,627,132,357,796,25,47,201,8,25,224,5,8,19,11,5,4,6,51,10,28,700544,71.5,669067,68.3,31477,4.5
424,New Hampshire,2003,9708,286,531,2485,106,300,2725,76,20,204,150,83,41,93,536,158,405,767,23,42,193,7,23,216,6,1,16,11,6,3,7,42,12,31,708855,71.3,677213,68.1,31641,4.5
425,New Hampshire,2004,10111,331,600,2554,100,313,2639,77,23,271,163,87,68,91,586,133,445,778,25,46,194,7,24,203,6,1,20,12,6,5,6,45,9,34,715438,71.0,688189,68.3,27249,3.8
426,New Hampshire,2005,10194,376,630,2549,114,310,2530,79,19,273,173,80,63,91,497,162,477,766,28,48,189,8,23,189,5,7,20,13,6,4,6,37,12,36,726006,71.2,699641,68.6,26365,3.6
427,New Hampshire,2006,10060,372,603,2534,100,296,2501,83,20,212,160,92,62,91,494,151,460,733,27,44,183,6,21,181,5,1,15,11,6,4,6,36,11,34,732448,70.9,706599,68.4,25849,3.5
428,New Hampshire,2007,10303,418,611,2609,116,280,2511,69,14,207,149,86,60,118,489,158,527,733,29,44,184,7,20,176,4,7,14,10,6,4,8,34,11,38,738036,70.8,712150,68.3,25886,3.5
429,New Hampshire,2008,10268,393,688,2576,120,297,2409,77,22,211,174,74,66,104,484,179,488,715,27,48,177,7,20,166,5,1,14,12,5,4,7,33,13,35,742981,70.7,715014,68.0,27966,3.8
430,New Hampshire,2009,10100,367,652,2562,133,276,2268,75,15,194,165,99,60,124,499,166,482,691,25,45,173,8,18,153,5,5,13,11,7,4,8,34,11,34,739832,70.0,694450,65.7,45382,6.1
431,New Hampshire,2010,10201,396,609,2525,103,236,2290,80,19,191,206,116,69,108,500,196,517,690,26,41,167,6,16,152,5,6,12,14,8,4,7,33,14,37,739304,70.0,694287,65.8,45017,6.1
432,New Hampshire,2011,10823,395,650,2740,152,280,2333,99,22,220,172,100,80,115,490,198,553,710,25,43,177,9,18,150,6,1,14,11,6,5,7,32,13,38,736689,69.5,696488,65.7,40201,5.4
433,New Hampshire,2012,10730,392,674,2660,121,275,2324,84,16,204,161,120,60,113,457,202,573,687,25,43,167,7,17,146,5,4,12,10,8,3,7,29,14,40,740956,69.3,700584,65.6,40372,5.5
